,book,author,rating_count,page_count,genre,is_volume,author_work_count,author_sex,author_avg_rating,author_rating_count
3601,the time wanderers,arkady strugatsky,915,213,science fiction,yes,243,male,4.17,104290
3602,"noon, 22nd century",arkady strugatsky,949,319,science fiction,yes,243,male,4.17,104290
3603,ðð¸ðºð½ð¸ðº ð½ð° ð¾ð±ð¾ñð¸ð½ðµ. ðñðµð»ñ â«ð£ ð¿ð¾ð³ð¸ð±ñðµð³ð¾ ð°ð»ñð¿ð¸ð½ð¸ññð°â». ð£ð»ð¸ñðºð° ð½ð° ñðºð»ð¾ð½ðµ,arkady strugatsky,1304,624,science fiction,no,243,male,4.17,104290
3604,ðð±ð¸ñð°ðµð¼ñð¹ ð¾ñññð¾ð². ðñðº ð² ð¼ññð°ð²ðµð¹ð½ð¸ðºðµ. ðð¾ð»ð½ñ ð³ð°ñññ ð²ðµñðµñ,arkady strugatsky,198,592,science fiction,yes,243,male,4.17,104290
3605,beetle in the anthill,arkady strugatsky,1998,217,science fiction,yes,243,male,4.17,104290
3606,roadside picnic,arkady strugatsky,40002,145,science fiction,no,243,male,4.17,104290
3607,hard to be a god,arkady strugatsky,9860,219,science fiction,yes,243,male,4.17,104290
3608,ðð±ð¸ñð°ðµð¼ñð¹ ð¾ñññð¾ð²,arkady strugatsky,4859,416,science fiction,yes,243,male,4.17,104290
3609,the snail on the slope,arkady strugatsky,2642,243,science fiction,no,243,male,4.17,104290
3610,ðñð°ð´ ð¾ð±ñðµñðµð½ð½ñð¹,arkady strugatsky,3358,384,science fiction,no,243,male,4.17,104290
3611,what dies in summer,tom wright,998,284,mystery,no,1,male,3.81,150
3612,what dies in summer,tom wright,998,284,mystery,no,2,male,3.38,1287
3613,from hurt to happiness: emotional rescue from the ground up,mike van,94,222,self help,no,1,male,4.2,95
3614,sri guru granth sahib,guru nanak,228,1430,religion,no,18,male,4.51,349
3615,"vampires, scones, and edmund herondale",cassandra clare,14270,61,fantasy,yes,191,female,4.26,6590561
3616,pale kings and princes,cassandra clare,12579,40,fantasy,yes,191,female,4.26,6590561
3617,the evil we love,cassandra clare,12937,91,fantasy,yes,191,female,4.26,6590561
3618,the voicemail of magnus bane,cassandra clare,5963,15,fantasy,yes,191,female,4.26,6590561
3619,the whitechapel fiend,cassandra clare,14959,98,fantasy,yes,191,female,4.26,6590561
3620,the rise of the hotel dumort,cassandra clare,11365,61,fantasy,yes,191,female,4.26,6590561
3621,the midnight heir,cassandra clare,15049,64,fantasy,yes,191,female,4.26,6590561
3622,the infernal devices: clockwork princess,cassandra clare,3361,276,sequential art-graphic novels,yes,191,female,4.26,6590561
3623,ciudad de las almas perdidas,cassandra clare,409274,436,fantasy,yes,191,female,4.26,6590561
3624,shadowhunters: cittã  di vetro,cassandra clare,773274,576,fantasy,yes,191,female,4.26,6590561
3625,shadowhunters and downworlders: a mortal instruments reader,cassandra clare,6093,198,fantasy,yes,191,female,4.26,6590561
3626,angels twice descending,cassandra clare,11709,96,fantasy,yes,191,female,4.26,6590561
3627,born to endless night,cassandra clare,12711,120,fantasy,yes,191,female,4.26,6590561
3628,the fiery trial,cassandra clare,11963,64,fantasy,yes,191,female,4.26,6590561
3629,bitter of tongue,cassandra clare,12091,57,fantasy,yes,191,female,4.26,6590561
3630,the lost herondale,cassandra clare,16128,98,fantasy,yes,191,female,4.26,6590561
3631,the course of true love [and first dates],cassandra clare,10800,40,fantasy,yes,191,female,4.26,6590561
3632,the last stand of the new york institute,cassandra clare,10155,40,fantasy,yes,191,female,4.26,6590561
3633,what to buy the shadowhunter who has everything,cassandra clare,11496,40,fantasy,yes,191,female,4.26,6590561
3634,the fall of the hotel dumort,cassandra clare,10038,40,fantasy,yes,191,female,4.26,6590561
3635,saving raphael santiago,cassandra clare,10984,40,fantasy,yes,191,female,4.26,6590561
3636,shadowhunters: cittã  delle anime perdute,cassandra clare,410041,551,fantasy,yes,191,female,4.26,6590561
3637,an illustrated history of notable shadowhunters and denizens of downworld,cassandra clare,4965,208,fantasy,yes,191,female,4.26,6590561
3638,after the bridge,cassandra clare,6233,32,fantasy,yes,191,female,4.26,6590561
3639,city of bones,cassandra clare,1570714,485,fantasy,yes,191,female,4.26,6590561
3640,clockwork angel,cassandra clare,638517,481,fantasy,yes,191,female,4.26,6590561
3641,clockwork princess,cassandra clare,319902,567,fantasy,yes,191,female,4.26,6590561
3642,clockwork prince,cassandra clare,424452,498,fantasy,yes,191,female,4.26,6590561
3643,city of fallen angels,cassandra clare,463350,425,fantasy,yes,191,female,4.26,6590561
3644,city of lost souls,cassandra clare,407853,546,fantasy,yes,191,female,4.26,6590561
3645,city of heavenly fire,cassandra clare,274217,725,fantasy,yes,191,female,4.26,6590561
3646,city of ashes,cassandra clare,717007,453,fantasy,yes,191,female,4.26,6590561
3647,city of glass,cassandra clare,770436,541,fantasy,yes,191,female,4.26,6590561
3648,the mortal instruments boxed set: city of bones; city of ashes; city of glass,cassandra clare,64381,1520,fantasy,yes,191,female,4.26,6590561
3649,lady midnight,cassandra clare,155617,698,fantasy,yes,191,female,4.26,6590561
3650,the bane chronicles,cassandra clare,67345,507,fantasy,yes,191,female,4.26,6590561
3651,clockwork angel; clockwork prince; clockwork princess,cassandra clare,14152,1520,fantasy,yes,191,female,4.26,6590561
3652,lord of shadows,cassandra clare,87039,701,fantasy,yes,191,female,4.26,6590561
3653,the mortal instruments,cassandra clare,16376,1952,fantasy,yes,191,female,4.26,6590561
3654,queen of air and darkness,cassandra clare,57133,912,fantasy,yes,191,female,4.26,6590561
3655,tales from the shadowhunter academy,cassandra clare,41324,655,fantasy,yes,191,female,4.26,6590561
3656,the shadowhunter's codex,cassandra clare,27331,274,fantasy,yes,191,female,4.26,6590561
3657,city of bones / city of ashes / city of glass / city of fallen angels / city of lost souls,cassandra clare,13948,2496,fantasy,yes,191,female,4.26,6590561
3658,the infernal devices: clockwork angel,cassandra clare,13617,243,sequential art-manga,yes,191,female,4.26,6590561
3659,chain of gold,cassandra clare,26752,624,fantasy,yes,191,female,4.26,6590561
3660,what really happened in peru,cassandra clare,24989,65,fantasy,yes,191,female,4.26,6590561
3661,"the mortal instruments, the complete collection: city of bones; city of ashes; city of glass; city of fallen angels; city of lost souls; city of heavenly fire",cassandra clare,3187,3248,fantasy,yes,191,female,4.26,6590561
3662,the infernal devices: clockwork prince,cassandra clare,4915,260,sequential art-graphic novels,yes,191,female,4.26,6590561
3663,the runaway queen,cassandra clare,15165,59,fantasy,yes,191,female,4.26,6590561
3664,welcome to shadowhunter academy,cassandra clare,21895,78,fantasy,yes,191,female,4.26,6590561
3665,the red scrolls of magic,cassandra clare,20319,350,fantasy,yes,191,female,4.26,6590561
3666,nothing but shadows,cassandra clare,14362,96,fantasy,yes,191,female,4.26,6590561
3667,surrender your love,j.c. reed,24827,324,romance,yes,26,female,3.96,73291
3668,conquer your love,j.c. reed,19609,350,romance,yes,26,female,3.96,73291
3669,the lover's promise,j.c. reed,1579,238,romance,yes,26,female,3.96,73291
3670,treasure your love,j.c. reed,11316,361,romance,yes,26,female,3.96,73291
3671,untangle me,chelle bliss,2210,320,romance,yes,83,female,4.24,122376
3672,unlawful desire,chelle bliss,2491,340,romance,yes,83,female,4.24,122376
3673,"men of inked, volume 1",chelle bliss,2527,799,romance,yes,83,female,4.24,122376
3674,without me,chelle bliss,5070,318,romance,yes,83,female,4.24,122376
3675,enshrine,chelle bliss,3387,354,romance,no,83,female,4.24,122376
3676,touch me,t.h. snyder,755,282,romance,yes,43,female,3.92,6129
3677,cursed fate,t.h. snyder,209,204,romance-contemporary romance,yes,43,female,3.92,6129
3678,just one damned thing after another,jodi taylor,26409,480,science fiction-time travel,yes,53,female,4.25,140317
3679,between a rock and a hard place,aron ralston,19538,368,nonfiction,no,1,male,3.83,19371
3680,ice,anna kavan,3685,158,fiction,no,37,male,3.8,5949
3681,the titan's curse: the graphic novel,robert venditti,5536,128,sequential art-graphic novels,yes,423,male,4.08,87514
3682,the sea of monsters: the graphic novel,robert venditti,9367,128,sequential art-graphic novels,yes,423,male,4.08,87514
3683,the pecan man,cassie dandridge selleck,21125,146,fiction,no,4,female,4.11,21868
3684,fall of night,rachel caine,10924,352,paranormal-vampires,yes,178,female,4.09,1021650
3685,daylighters,rachel caine,9380,368,paranormal-vampires,yes,178,female,4.09,1021650
3686,"the morganville vampires, #1-3",rachel caine,780,992,paranormal-vampires,yes,178,female,4.09,1021650
3687,"the morganville vampires, volume 4",rachel caine,3728,440,paranormal-vampires,yes,178,female,4.09,1021650
3688,"the morganville vampires, #1-9",rachel caine,1743,2279,paranormal-vampires,yes,178,female,4.09,1021650
3689,"the morganville vampires, #1-8",rachel caine,754,1944,paranormal-vampires,yes,178,female,4.09,1021650
3690,thin air,rachel caine,6295,307,fantasy-urban fantasy,yes,178,female,4.09,1021650
3691,total eclipse,rachel caine,4264,303,fantasy-urban fantasy,yes,178,female,4.09,1021650
3692,heat stroke,rachel caine,10019,335,fantasy-urban fantasy,yes,178,female,4.09,1021650
3693,ill wind,rachel caine,18061,337,fantasy-urban fantasy,yes,178,female,4.09,1021650
3694,"the morganville vampires, volume 2",rachel caine,8786,448,paranormal-vampires,yes,178,female,4.09,1021650
3695,carniepunk,rachel caine,2956,440,fantasy-urban fantasy,yes,178,female,4.09,1021650
3696,cape storm,rachel caine,4809,305,fantasy-urban fantasy,yes,178,female,4.09,1021650
3697,unseen,rachel caine,2332,304,fantasy-urban fantasy,yes,178,female,4.09,1021650
3698,chill factor,rachel caine,8421,337,fantasy-urban fantasy,yes,178,female,4.09,1021650
3699,glass houses,rachel caine,90667,239,paranormal-vampires,yes,178,female,4.09,1021650
3700,the dead girls' dance,rachel caine,53158,248,paranormal-vampires,yes,178,female,4.09,1021650
3701,lord of misrule,rachel caine,43839,246,paranormal-vampires,yes,178,female,4.09,1021650
3702,midnight alley,rachel caine,56163,245,paranormal-vampires,yes,178,female,4.09,1021650
3703,feast of fools,rachel caine,49529,242,paranormal-vampires,yes,178,female,4.09,1021650
3704,carpe corpus,rachel caine,46960,241,paranormal-vampires,yes,178,female,4.09,1021650
3705,fade out,rachel caine,37773,237,paranormal-vampires,yes,178,female,4.09,1021650
3706,stillhouse lake,rachel caine,107447,301,thriller,yes,178,female,4.09,1021650
3707,kiss of death,rachel caine,37350,246,paranormal-vampires,yes,178,female,4.09,1021650
3708,ghost town,rachel caine,35496,335,paranormal-vampires,yes,178,female,4.09,1021650
3709,bite club,rachel caine,29084,340,young adult,yes,178,female,4.09,1021650
3710,last breath,rachel caine,23617,335,paranormal-vampires,yes,178,female,4.09,1021650
3711,black dawn,rachel caine,18340,367,paranormal-vampires,yes,178,female,4.09,1021650
3712,"the morganville vampires, volume 1",rachel caine,18069,452,paranormal-vampires,yes,178,female,4.09,1021650
3713,ink and bone,rachel caine,21750,352,fantasy,yes,178,female,4.09,1021650
3714,"the morganville vampires, volume 3",rachel caine,14957,446,paranormal-vampires,yes,178,female,4.09,1021650
3715,bitter blood,rachel caine,12919,404,paranormal-vampires,yes,178,female,4.09,1021650
3716,predatory kill,kenneth eade,564,325,thriller,yes,39,male,4.0,4082
3717,an involuntary spy,kenneth eade,285,322,thriller,yes,39,male,4.0,4082
3718,bless the bees: the pending extinction of our pollinators and what you can do to stop it,kenneth eade,40,119,environment-nature,no,39,male,4.0,4082
3719,possession of my soul,kia carrington-russell,195,230,fantasy,yes,20,female,3.43,1758
3720,collide,ashley stambaugh,64,256,fantasy,yes,3,female,3.74,82
3721,falling down,anne mercier,6704,351,romance,yes,56,female,4.27,33659
3722,blush,anne mercier,3826,313,romance,yes,56,female,4.27,33659
3723,ððµñðµð´ ð·ðµñðºð°ð»ð¾ð¼,veniamin kaverin,90,226,fiction,no,40,male,4.32,3624
3724,two captains,veniamin kaverin,3398,676,cultural-russia,no,40,male,4.32,3624
3725,first night of summer,landon parham,231,328,thriller,no,1,male,3.94,231
3726,the fox and the hound,daniel p. mannix,1011,251,classics,no,32,male,4.07,2437
3727,"alice 19th, vol. 1",yuu watase,11010,181,sequential art-manga,yes,252,female,4.08,218055
3728,"alice 19th, vol. 3",yuu watase,3113,183,sequential art-manga,yes,252,female,4.08,218055
3729,"alice 19th, volume 2",yuu watase,2920,191,sequential art-manga,yes,252,female,4.08,218055
3730,"fushigi yã»gi: the mysterious play, vol. 1: priestess",yuu watase,21150,197,sequential art-manga,yes,252,female,4.08,218055
3731,"alice 19th, volume 4",yuu watase,2497,181,sequential art-manga,yes,252,female,4.08,218055
3732,"alice 19th, volume 5",yuu watase,2405,189,sequential art-manga,yes,252,female,4.08,218055
3733,"alice 19th, volume 6",yuu watase,2546,187,sequential art-manga,yes,252,female,4.08,218055
3734,"alice 19th, volume 7",yuu watase,2554,191,sequential art-manga,yes,252,female,4.08,218055
3735,"absolute boyfriend, vol. 1",yuu watase,33548,191,sequential art-manga,yes,252,female,4.08,218055
3736,"absolute boyfriend, vol. 2",yuu watase,7383,190,sequential art-manga,yes,252,female,4.08,218055
3737,"imadoki!: nowadays, vol. 1",yuu watase,7398,208,sequential art-manga,yes,252,female,4.08,218055
3738,wraith,james r. hannibal,87,354,fiction,yes,16,male,3.94,2046
3739,shadow catcher,james r. hannibal,191,360,fiction,yes,16,male,3.94,2046
3740,shadow maker,james r. hannibal,141,384,fiction,yes,16,male,3.94,2046
3741,the peregrine,j.a. baker,2292,191,nonfiction,no,7,female,3.88,3599
3742,the peregrine,j.a. baker,2292,191,nonfiction,no,9,male,4.19,2430
3743,the mirage of love,lady diana,123,116,fiction,no,1,female,3.91,123
3744,miss wrong and mr right,robert bryndza,2113,338,romance,no,20,male,4.09,147301
3745,"coco pinchard, the consequences of love and sex",robert bryndza,1248,351,womens fiction-chick lit,yes,20,male,4.09,147301
3746,coco pinchard's big fat tipsy wedding,robert bryndza,2301,366,womens fiction-chick lit,yes,20,male,4.09,147301
3747,the not so secret emails of coco pinchard,robert bryndza,3401,302,womens fiction-chick lit,yes,20,male,4.09,147301
3748,a very coco christmas,robert bryndza,823,64,holiday-christmas,yes,20,male,4.09,147301
3749,the girl in the ice,robert bryndza,62326,417,mystery,yes,20,male,4.09,147301
3750,nine elms,robert bryndza,14682,392,mystery,yes,20,male,4.09,147301
3751,tyed,l.j. shen,12021,222,romance,no,34,female,4.15,369288
3752,sparrow,l.j. shen,32273,312,romance,no,34,female,4.15,369288
3753,vicious,l.j. shen,55458,339,romance,yes,34,female,4.15,369288
3754,in the unlikely event,l.j. shen,21906,338,romance,no,34,female,4.15,369288
3755,the kiss thief,l.j. shen,39179,320,romance,no,34,female,4.15,369288
3756,to enter the path,stephanie flores,43,272,fantasy,no,2,female,4.16,57
3757,dreamseller,brandon novak,1271,252,nonfiction,no,2,male,4.26,1341
3758,lã³d,jacek dukaj,1924,1051,science fiction,no,77,male,3.99,15189
3759,inne pieåni,jacek dukaj,2036,627,fantasy,no,77,male,3.99,15189
3760,five get into a fix,enid blyton,6020,250,childrens,yes,3060,female,4.06,628094
3761,the naughtiest girl in the school,enid blyton,7517,232,childrens,yes,3060,female,4.06,628094
3762,five go adventuring again,enid blyton,15005,246,childrens,yes,3060,female,4.06,628094
3763,five go off in a caravan,enid blyton,11151,278,childrens,yes,3060,female,4.06,628094
3764,five on a treasure island,enid blyton,23840,256,childrens,yes,3060,female,4.06,628094
3765,five get into trouble,enid blyton,9247,246,childrens,yes,3060,female,4.06,628094
3766,five go to mystery moor,enid blyton,8021,248,childrens,yes,3060,female,4.06,628094
3767,five go off to camp,enid blyton,8639,250,childrens,yes,3060,female,4.06,628094
3768,five go to billycock hill,enid blyton,6380,244,childrens,yes,3060,female,4.06,628094
3769,five fall into adventure,enid blyton,7657,250,childrens,yes,3060,female,4.06,628094
3770,five go down to the sea,enid blyton,7174,248,childrens,yes,3060,female,4.06,628094
3771,five have a wonderful time,enid blyton,6866,176,childrens,yes,3060,female,4.06,628094
3772,five have plenty of fun,enid blyton,5994,256,childrens,yes,3060,female,4.06,628094
3773,the river of adventure,enid blyton,2242,160,adventure,yes,3060,female,4.06,628094
